Property ID,Locality name,Postal code,price,Type of property,Subtype of property,Number of rooms,Surface of the plot,Living area,kitchen,furnished,Open fire,Terrace,Garden,Number of facades,Swimming pool,State of builing
20236463,Schoten,2900,€529000,house,,3,141 m²,159 m²,1,0,,,,2,,As new
20236462,Anderlecht,1070,€540000,house,,4,219 m²,300 m²,1,,,,,2,,Good
20236460,Ganshoren,1083,€220000,flat-studio,,,,70 m²,1,0,,80 m²,,2,0,To be done up
20236461,Ganshoren,1083,€199000,apartment,,2,,82 m²,1,0,,2 m²,,2,0,To renovate
20236459,Antwerpen%20ekeren,2180,€2475000,exceptional-property,,5,5045 m²,480 m²,1,,1,65 m²,,4,,As new
20236458,Laeken,1020,€650000,mixed-use-building,,2,200 m²,255 m²,1,0,,15 m²,15 m²,4,0,Good
20236457,Mont-godinne,5530,€299000,apartment,,2,,94 m²,1,,,6 m²,123 m²,3,0,
20236455,Knokke-zoute,8300,€362500,apartment,,1,,46 m²,1,1,,,,2,,Good
20236454,Oupeye,4680,€299000,house,,3,872 m²,120 m²,1,0,,,550 m²,4,,To renovate
20236452,Sint-lievens-houtem,9520,€350000,house,,5,643 m²,338 m²,1,0,,,,4,0,To renovate
20236453,Lede,9340,€258000,apartment,,1,,80 m²,1,,,,,,,
20236451,Sint-agatha-rode,3040,€539000,house,,4,610 m²,240 m²,1,,,24 m²,,3,,
20236448,Asse,1730,€579000,house,,3,2491 m²,187 m²,1,0,,13 m²,2000 m²,4,0,Good
20236447,Liedekerke,1770,€409000,house,,4,952 m²,250 m²,1,0,,66 m²,800 m²,2,0,As new
20236445,Dudzele,8380,€335000,house,,4,604 m²,237 m²,1,,,,,4,,
20236442,Li%c3%a8ge,4020,€229000,house,,2,,,1,0,,,,2,0,As new
20236441,Gr%c3%a2ce-hollogne,4460,€224000,house,,2,190 m²,75 m²,1,0,,50 m²,78 m²,2,0,Good
20236440,Knokke-heist,8300,€362500,apartment,,1,,46 m²,1,1,,,,2,,Good
20236438,Aalst%20gijzegem,9308,€299000,house,,4,1316 m²,170 m²,1,,,,,3,,To renovate
20236437,Aalst,9300,€299000,house,,4,1316 m²,170 m²,1,,,,,3,,To renovate
20236436,Varsenare,8490,€549000,apartment,,2,,,1,0,,,,,,
11412093,Heverlee,3001,€285000,apartment,,3,,90 m²,1,0,,3 m²,,,0,
20004129,Koksijde,8670,€675000,house,,4,566 m²,373 m²,1,,1,,,4,0,
20236434,Ninove,9400,€355000,apartment,,2,,115 m²,1,0,,,,,,Good
20236433,Oud-turnhout,2360,€349000,house,,3,457 m²,169 m²,1,,1,,,2,,Good
20236423,Boom,2850,€280000,house,,3,61 m²,128 m²,1,,,,,2,,Good
20236422,Duffel,2570,€329000,house,,5,,160 m²,1,,,,,2,,To renovate
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20236466,Huy,4500,€289500,house,,3,1198 m²,110 m²,1,0,,,,4,,Good
20236465,Sint-martens-latem,9831,€1480000,villa,,4,3212 m²,321 m²,1,,1,,,4,1,Good
20236464,Waterloo,1410,€519000,house,,4,,157 m²,1,,,,,2,,Good
20236463,Schoten,2900,€529000,house,,3,141 m²,159 m²,1,0,,,,2,,As new
20236462,Anderlecht,1070,€540000,house,,4,219 m²,300 m²,1,,,,,2,,Good
20236460,Ganshoren,1083,€220000,flat-studio,,,,70 m²,1,0,,80 m²,,2,0,To be done up
20236461,Ganshoren,1083,€199000,apartment,,2,,82 m²,1,0,,2 m²,,2,0,To renovate
20236459,Antwerpen%20ekeren,2180,€2475000,exceptional-property,,5,5045 m²,480 m²,1,,1,65 m²,,4,,As new
20236458,Laeken,1020,€650000,mixed-use-building,,2,200 m²,255 m²,1,0,,15 m²,15 m²,4,0,Good
20236457,Mont-godinne,5530,€299000,apartment,,2,,94 m²,1,,,6 m²,123 m²,3,0,
20236455,Knokke-zoute,8300,€362500,apartment,,1,,46 m²,1,1,,,,2,,Good
20236454,Oupeye,4680,€299000,house,,3,872 m²,120 m²,1,0,,,550 m²,4,,To renovate
20236452,Sint-lievens-houtem,9520,€350000,house,,5,643 m²,338 m²,1,0,,,,4,0,To renovate
20236453,Lede,9340,€258000,apartment,,1,,80 m²,1,,,,,,,
20236451,Sint-agatha-rode,3040,€539000,house,,4,610 m²,240 m²,1,,,24 m²,,3,,
20236448,Asse,1730,€579000,house,,3,2491 m²,187 m²,1,0,,13 m²,2000 m²,4,0,Good
20236447,Liedekerke,1770,€409000,house,,4,952 m²,250 m²,1,0,,66 m²,800 m²,2,0,As new
20236445,Dudzele,8380,€335000,house,,4,604 m²,237 m²,1,,,,,4,,
20236442,Li%c3%a8ge,4020,€229000,house,,2,,,1,0,,,,2,0,As new
20236441,Gr%c3%a2ce-hollogne,4460,€224000,house,,2,190 m²,75 m²,1,0,,50 m²,78 m²,2,0,Good
20236440,Knokke-heist,8300,€362500,apartment,,1,,46 m²,1,1,,,,2,,Good
20236438,Aalst%20gijzegem,9308,€299000,house,,4,1316 m²,170 m²,1,,,,,3,,To renovate
20236437,Aalst,9300,€299000,house,,4,1316 m²,170 m²,1,,,,,3,,To renovate
20236436,Varsenare,8490,€549000,apartment,,2,,,1,0,,,,,,
11412093,Heverlee,3001,€285000,apartment,,3,,90 m²,1,0,,3 m²,,,0,
20004129,Koksijde,8670,€675000,house,,4,566 m²,373 m²,1,,1,,,4,0,
20236434,Ninove,9400,€355000,apartment,,2,,115 m²,1,0,,,,,,Good
20236433,Oud-turnhout,2360,€349000,house,,3,457 m²,169 m²,1,,1,,,2,,Good
20236423,Boom,2850,€280000,house,,3,61 m²,128 m²,1,,,,,2,,Good
20236422,Duffel,2570,€329000,house,,5,,160 m²,1,,,,,2,,To renovate
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20236466,Huy,4500,€289500,house,,3,1198 m²,110 m²,1,0,,,,4,,Good
20236465,Sint-martens-latem,9831,€1480000,villa,,4,3212 m²,321 m²,1,,1,,,4,1,Good
20236464,Waterloo,1410,€519000,house,,4,,157 m²,1,,,,,2,,Good
20236463,Schoten,2900,€529000,house,,3,141 m²,159 m²,1,0,,,,2,,As new
20236462,Anderlecht,1070,€540000,house,,4,219 m²,300 m²,1,,,,,2,,Good
20236460,Ganshoren,1083,€220000,flat-studio,,,,70 m²,1,0,,80 m²,,2,0,To be done up
20236461,Ganshoren,1083,€199000,apartment,,2,,82 m²,1,0,,2 m²,,2,0,To renovate
20236459,Antwerpen%20ekeren,2180,€2475000,exceptional-property,,5,5045 m²,480 m²,1,,1,65 m²,,4,,As new
20236458,Laeken,1020,€650000,mixed-use-building,,2,200 m²,255 m²,1,0,,15 m²,15 m²,4,0,Good
20236457,Mont-godinne,5530,€299000,apartment,,2,,94 m²,1,,,6 m²,123 m²,3,0,
20236455,Knokke-zoute,8300,€362500,apartment,,1,,46 m²,1,1,,,,2,,Good
20236454,Oupeye,4680,€299000,house,,3,872 m²,120 m²,1,0,,,550 m²,4,,To renovate
20236452,Sint-lievens-houtem,9520,€350000,house,,5,643 m²,338 m²,1,0,,,,4,0,To renovate
20236453,Lede,9340,€258000,apartment,,1,,80 m²,1,,,,,,,
20236451,Sint-agatha-rode,3040,€539000,house,,4,610 m²,240 m²,1,,,24 m²,,3,,
20236448,Asse,1730,€579000,house,,3,2491 m²,187 m²,1,0,,13 m²,2000 m²,4,0,Good
20236447,Liedekerke,1770,€409000,house,,4,952 m²,250 m²,1,0,,66 m²,800 m²,2,0,As new
20236445,Dudzele,8380,€335000,house,,4,604 m²,237 m²,1,,,,,4,,
20236442,Li%c3%a8ge,4020,€229000,house,,2,,,1,0,,,,2,0,As new
20236441,Gr%c3%a2ce-hollogne,4460,€224000,house,,2,190 m²,75 m²,1,0,,50 m²,78 m²,2,0,Good
20236440,Knokke-heist,8300,€362500,apartment,,1,,46 m²,1,1,,,,2,,Good
20236438,Aalst%20gijzegem,9308,€299000,house,,4,1316 m²,170 m²,1,,,,,3,,To renovate
20236437,Aalst,9300,€299000,house,,4,1316 m²,170 m²,1,,,,,3,,To renovate
20236436,Varsenare,8490,€549000,apartment,,2,,,1,0,,,,,,
11412093,Heverlee,3001,€285000,apartment,,3,,90 m²,1,0,,3 m²,,,0,
20004129,Koksijde,8670,€675000,house,,4,566 m²,373 m²,1,,1,,,4,0,
20236434,Ninove,9400,€355000,apartment,,2,,115 m²,1,0,,,,,,Good
20236433,Oud-turnhout,2360,€349000,house,,3,457 m²,169 m²,1,,1,,,2,,Good
20236423,Boom,2850,€280000,house,,3,61 m²,128 m²,1,,,,,2,,Good
20236422,Duffel,2570,€329000,house,,5,,160 m²,1,,,,,2,,To renovate
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20236466,Huy,4500,€289500,house,,3,1198 m²,110 m²,1,0,,,,4,,Good
20236465,Sint-martens-latem,9831,€1480000,villa,,4,3212 m²,321 m²,1,,1,,,4,1,Good
20236464,Waterloo,1410,€519000,house,,4,,157 m²,1,,,,,2,,Good
20236463,Schoten,2900,€529000,house,,3,141 m²,159 m²,1,0,,,,2,,As new
20236462,Anderlecht,1070,€540000,house,,4,219 m²,300 m²,1,,,,,2,,Good
20236460,Ganshoren,1083,€220000,flat-studio,,,,70 m²,1,0,,80 m²,,2,0,To be done up
20236461,Ganshoren,1083,€199000,apartment,,2,,82 m²,1,0,,2 m²,,2,0,To renovate
20236459,Antwerpen%20ekeren,2180,€2475000,exceptional-property,,5,5045 m²,480 m²,1,,1,65 m²,,4,,As new
20236458,Laeken,1020,€650000,mixed-use-building,,2,200 m²,255 m²,1,0,,15 m²,15 m²,4,0,Good
20236457,Mont-godinne,5530,€299000,apartment,,2,,94 m²,1,,,6 m²,123 m²,3,0,
20236455,Knokke-zoute,8300,€362500,apartment,,1,,46 m²,1,1,,,,2,,Good
20236454,Oupeye,4680,€299000,house,,3,872 m²,120 m²,1,0,,,550 m²,4,,To renovate
20236452,Sint-lievens-houtem,9520,€350000,house,,5,643 m²,338 m²,1,0,,,,4,0,To renovate
20236453,Lede,9340,€258000,apartment,,1,,80 m²,1,,,,,,,
20236451,Sint-agatha-rode,3040,€539000,house,,4,610 m²,240 m²,1,,,24 m²,,3,,
20236448,Asse,1730,€579000,house,,3,2491 m²,187 m²,1,0,,13 m²,2000 m²,4,0,Good
20236447,Liedekerke,1770,€409000,house,,4,952 m²,250 m²,1,0,,66 m²,800 m²,2,0,As new
20236445,Dudzele,8380,€335000,house,,4,604 m²,237 m²,1,,,,,4,,
20236442,Li%c3%a8ge,4020,€229000,house,,2,,,1,0,,,,2,0,As new
20236441,Gr%c3%a2ce-hollogne,4460,€224000,house,,2,190 m²,75 m²,1,0,,50 m²,78 m²,2,0,Good
20236440,Knokke-heist,8300,€362500,apartment,,1,,46 m²,1,1,,,,2,,Good
20236438,Aalst%20gijzegem,9308,€299000,house,,4,1316 m²,170 m²,1,,,,,3,,To renovate
20236437,Aalst,9300,€299000,house,,4,1316 m²,170 m²,1,,,,,3,,To renovate
20236436,Varsenare,8490,€549000,apartment,,2,,,1,0,,,,,,
11412093,Heverlee,3001,€285000,apartment,,3,,90 m²,1,0,,3 m²,,,0,
20004129,Koksijde,8670,€675000,house,,4,566 m²,373 m²,1,,1,,,4,0,
20236434,Ninove,9400,€355000,apartment,,2,,115 m²,1,0,,,,,,Good
20236433,Oud-turnhout,2360,€349000,house,,3,457 m²,169 m²,1,,1,,,2,,Good
20236423,Boom,2850,€280000,house,,3,61 m²,128 m²,1,,,,,2,,Good
20236422,Duffel,2570,€329000,house,,5,,160 m²,1,,,,,2,,To renovate
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20236466,Huy,4500,€289500,house,,3,1198 m²,110 m²,1,0,,,,4,,Good
20236465,Sint-martens-latem,9831,€1480000,villa,,4,3212 m²,321 m²,1,,1,,,4,1,Good
20236464,Waterloo,1410,€519000,house,,4,,157 m²,1,,,,,2,,Good
20236463,Schoten,2900,€529000,house,,3,141 m²,159 m²,1,0,,,,2,,As new
20236462,Anderlecht,1070,€540000,house,,4,219 m²,300 m²,1,,,,,2,,Good
20236460,Ganshoren,1083,€220000,flat-studio,,,,70 m²,1,0,,80 m²,,2,0,To be done up
20236461,Ganshoren,1083,€199000,apartment,,2,,82 m²,1,0,,2 m²,,2,0,To renovate
20236459,Antwerpen%20ekeren,2180,€2475000,exceptional-property,,5,5045 m²,480 m²,1,,1,65 m²,,4,,As new
20236458,Laeken,1020,€650000,mixed-use-building,,2,200 m²,255 m²,1,0,,15 m²,15 m²,4,0,Good
20236457,Mont-godinne,5530,€299000,apartment,,2,,94 m²,1,,,6 m²,123 m²,3,0,
20236455,Knokke-zoute,8300,€362500,apartment,,1,,46 m²,1,1,,,,2,,Good
20236454,Oupeye,4680,€299000,house,,3,872 m²,120 m²,1,0,,,550 m²,4,,To renovate
20236452,Sint-lievens-houtem,9520,€350000,house,,5,643 m²,338 m²,1,0,,,,4,0,To renovate
20236453,Lede,9340,€258000,apartment,,1,,80 m²,1,,,,,,,
20236451,Sint-agatha-rode,3040,€539000,house,,4,610 m²,240 m²,1,,,24 m²,,3,,
20236448,Asse,1730,€579000,house,,3,2491 m²,187 m²,1,0,,13 m²,2000 m²,4,0,Good
20236447,Liedekerke,1770,€409000,house,,4,952 m²,250 m²,1,0,,66 m²,800 m²,2,0,As new
20236445,Dudzele,8380,€335000,house,,4,604 m²,237 m²,1,,,,,4,,
20236442,Li%c3%a8ge,4020,€229000,house,,2,,,1,0,,,,2,0,As new
20236441,Gr%c3%a2ce-hollogne,4460,€224000,house,,2,190 m²,75 m²,1,0,,50 m²,78 m²,2,0,Good
20236440,Knokke-heist,8300,€362500,apartment,,1,,46 m²,1,1,,,,2,,Good
20236438,Aalst%20gijzegem,9308,€299000,house,,4,1316 m²,170 m²,1,,,,,3,,To renovate
20236437,Aalst,9300,€299000,house,,4,1316 m²,170 m²,1,,,,,3,,To renovate
20236436,Varsenare,8490,€549000,apartment,,2,,,1,0,,,,,,
11412093,Heverlee,3001,€285000,apartment,,3,,90 m²,1,0,,3 m²,,,0,
20004129,Koksijde,8670,€675000,house,,4,566 m²,373 m²,1,,1,,,4,0,
20236434,Ninove,9400,€355000,apartment,,2,,115 m²,1,0,,,,,,Good
20236433,Oud-turnhout,2360,€349000,house,,3,457 m²,169 m²,1,,1,,,2,,Good
20236423,Boom,2850,€280000,house,,3,61 m²,128 m²,1,,,,,2,,Good
20236422,Duffel,2570,€329000,house,,5,,160 m²,1,,,,,2,,To renovate
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20236544,Peer,3990,€239000,house,,4,394 m²,175 m²,1,,,,,4,,Good
20236541,Knokke-heist,8300,€649000,house,,3,232 m²,,1,,,,,3,,Good
20134246,Oudenburg,8460,€399000,house,,3,224 m²,253 m²,1,,,32 m²,31 m²,2,,As new
20236539,Lessines,7860,€195000,house,,2,450 m²,105 m²,1,,,,,3,,To renovate
20236538,Brugge,8000,€369000,house,,2,214 m²,100 m²,1,,,,,2,,As new
20236537,Brugge,8000,€329000,apartment,,2,,95 m²,1,,,,,,,Good
20086073,Clavier,4560,€309500,house,,3,806 m²,160 m²,1,,,,1 m²,2,,As new
20236536,Kapelle-op-den-bos,1880,€490000,villa,,5,459 m²,215 m²,1,,,,,4,,As new
20236535,Poperinge,8970,€375000,exceptional-property,,7,,,1,,,,,,,To renovate
20236521,Aarschot,3200,€995000,penthouse,,2,,287 m²,1,,,180 m²,,3,,As new
20236515,Maldegem%20middelburg,9992,€849000,house,,4,1764 m²,400 m²,1,,,,,2,0,As new
20040374,Blankenberge,8370,€149000,flat-studio,,,,60 m²,1,1,,,,,,Good
20236508,Bastogne,6600,€280000,house,,4,,174 m²,1,,,,,2,,Good
20236507,Mol,2400,€595000,villa,,4,1508 m²,237 m²,1,,,,,4,,As new
20236505,Geraardsbergen,9500,€115000,house,,3,72 m²,102 m²,1,0,,6 m²,27 m²,2,,To renovate
20236503,Amay,4540,€290000,house,,3,195 m²,100 m²,1,0,,20 m²,100 m²,3,,As new
20236502,Amay,4540,€320000,house,,3,352 m²,150 m²,1,0,,30 m²,100 m²,3,,As new
20236500,Fosses-la-ville,5070,€227000,apartment,,1,,66 m²,1,0,,12 m²,,,0,As new
20236499,Woluwe-saint-lambert,1200,€545000,apartment,,3,,150 m²,1,0,,4 m²,,2,0,As new
20236496,Lommel,3920,€279000,house,,4,560 m²,,1,,,,,3,,As new
20236495,Trooz,4870,€169000,house,,3,52 m²,110 m²,1,0,,,,3,0,
20236490,Sint-truiden,3800,€329000,house,,3,883 m²,218 m²,1,0,,,,,,
20236487,Riemst,3770,€230000,apartment,,3,,125 m²,1,0,,,,,,To be done up
20236488,Kortessem,3720,€249000,bungalow,,2,275 m²,91 m²,1,0,,,,,0,
20236489,Riemst,3770,€220000,apartment,,3,,125 m²,1,0,,,,,,To be done up
20236484,Varsenare,8490,€549000,apartment,,2,,,1,0,,,,,,
20236483,Punta%20prima,3189,€165000,house,,2,,92 m²,1,,,,,3,,As new
20236482,Li%c3%a8ge,4000,€278843,loft,,2,,99 m²,1,0,,6 m²,,,,As new
20236478,Erpe-mere,9420,€399000,house,,3,600 m²,186 m²,1,0,,,,,,Just renovated
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20236544,Peer,3990,€239000,house,,4,394 m²,175 m²,1,,,,,4,,Good
20236541,Knokke-heist,8300,€649000,house,,3,232 m²,,1,,,,,3,,Good
20134246,Oudenburg,8460,€399000,house,,3,224 m²,253 m²,1,,,32 m²,31 m²,2,,As new
20236539,Lessines,7860,€195000,house,,2,450 m²,105 m²,1,,,,,3,,To renovate
20236538,Brugge,8000,€369000,house,,2,214 m²,100 m²,1,,,,,2,,As new
20236537,Brugge,8000,€329000,apartment,,2,,95 m²,1,,,,,,,Good
20086073,Clavier,4560,€309500,house,,3,806 m²,160 m²,1,,,,1 m²,2,,As new
20236536,Kapelle-op-den-bos,1880,€490000,villa,,5,459 m²,215 m²,1,,,,,4,,As new
20236535,Poperinge,8970,€375000,exceptional-property,,7,,,1,,,,,,,To renovate
20236521,Aarschot,3200,€995000,penthouse,,2,,287 m²,1,,,180 m²,,3,,As new
20236515,Maldegem%20middelburg,9992,€849000,house,,4,1764 m²,400 m²,1,,,,,2,0,As new
20040374,Blankenberge,8370,€149000,flat-studio,,,,60 m²,1,1,,,,,,Good
20236508,Bastogne,6600,€280000,house,,4,,174 m²,1,,,,,2,,Good
20236507,Mol,2400,€595000,villa,,4,1508 m²,237 m²,1,,,,,4,,As new
20236505,Geraardsbergen,9500,€115000,house,,3,72 m²,102 m²,1,0,,6 m²,27 m²,2,,To renovate
20236503,Amay,4540,€290000,house,,3,195 m²,100 m²,1,0,,20 m²,100 m²,3,,As new
20236502,Amay,4540,€320000,house,,3,352 m²,150 m²,1,0,,30 m²,100 m²,3,,As new
20236500,Fosses-la-ville,5070,€227000,apartment,,1,,66 m²,1,0,,12 m²,,,0,As new
20236499,Woluwe-saint-lambert,1200,€545000,apartment,,3,,150 m²,1,0,,4 m²,,2,0,As new
20236496,Lommel,3920,€279000,house,,4,560 m²,,1,,,,,3,,As new
20236495,Trooz,4870,€169000,house,,3,52 m²,110 m²,1,0,,,,3,0,
20236490,Sint-truiden,3800,€329000,house,,3,883 m²,218 m²,1,0,,,,,,
20236487,Riemst,3770,€230000,apartment,,3,,125 m²,1,0,,,,,,To be done up
20236488,Kortessem,3720,€249000,bungalow,,2,275 m²,91 m²,1,0,,,,,0,
20236489,Riemst,3770,€220000,apartment,,3,,125 m²,1,0,,,,,,To be done up
20236484,Varsenare,8490,€549000,apartment,,2,,,1,0,,,,,,
20236483,Punta%20prima,3189,€165000,house,,2,,92 m²,1,,,,,3,,As new
20236482,Li%c3%a8ge,4000,€278843,loft,,2,,99 m²,1,0,,6 m²,,,,As new
20236478,Erpe-mere,9420,€399000,house,,3,600 m²,186 m²,1,0,,,,,,Just renovated
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20236544,Peer,3990,€239000,house,,4,394 m²,175 m²,1,,,,,4,,Good
20236541,Knokke-heist,8300,€649000,house,,3,232 m²,,1,,,,,3,,Good
20134246,Oudenburg,8460,€399000,house,,3,224 m²,253 m²,1,,,32 m²,31 m²,2,,As new
20236539,Lessines,7860,€195000,house,,2,450 m²,105 m²,1,,,,,3,,To renovate
20236538,Brugge,8000,€369000,house,,2,214 m²,100 m²,1,,,,,2,,As new
20236537,Brugge,8000,€329000,apartment,,2,,95 m²,1,,,,,,,Good
20086073,Clavier,4560,€309500,house,,3,806 m²,160 m²,1,,,,1 m²,2,,As new
20236536,Kapelle-op-den-bos,1880,€490000,villa,,5,459 m²,215 m²,1,,,,,4,,As new
20236535,Poperinge,8970,€375000,exceptional-property,,7,,,1,,,,,,,To renovate
20236521,Aarschot,3200,€995000,penthouse,,2,,287 m²,1,,,180 m²,,3,,As new
20236515,Maldegem%20middelburg,9992,€849000,house,,4,1764 m²,400 m²,1,,,,,2,0,As new
20040374,Blankenberge,8370,€149000,flat-studio,,,,60 m²,1,1,,,,,,Good
20236508,Bastogne,6600,€280000,house,,4,,174 m²,1,,,,,2,,Good
20236507,Mol,2400,€595000,villa,,4,1508 m²,237 m²,1,,,,,4,,As new
20236505,Geraardsbergen,9500,€115000,house,,3,72 m²,102 m²,1,0,,6 m²,27 m²,2,,To renovate
20236503,Amay,4540,€290000,house,,3,195 m²,100 m²,1,0,,20 m²,100 m²,3,,As new
20236502,Amay,4540,€320000,house,,3,352 m²,150 m²,1,0,,30 m²,100 m²,3,,As new
20236500,Fosses-la-ville,5070,€227000,apartment,,1,,66 m²,1,0,,12 m²,,,0,As new
20236499,Woluwe-saint-lambert,1200,€545000,apartment,,3,,150 m²,1,0,,4 m²,,2,0,As new
20236496,Lommel,3920,€279000,house,,4,560 m²,,1,,,,,3,,As new
20236495,Trooz,4870,€169000,house,,3,52 m²,110 m²,1,0,,,,3,0,
20236490,Sint-truiden,3800,€329000,house,,3,883 m²,218 m²,1,0,,,,,,
20236487,Riemst,3770,€230000,apartment,,3,,125 m²,1,0,,,,,,To be done up
20236488,Kortessem,3720,€249000,bungalow,,2,275 m²,91 m²,1,0,,,,,0,
20236489,Riemst,3770,€220000,apartment,,3,,125 m²,1,0,,,,,,To be done up
20236484,Varsenare,8490,€549000,apartment,,2,,,1,0,,,,,,
20236483,Punta%20prima,3189,€165000,house,,2,,92 m²,1,,,,,3,,As new
20236482,Li%c3%a8ge,4000,€278843,loft,,2,,99 m²,1,0,,6 m²,,,,As new
20236478,Erpe-mere,9420,€399000,house,,3,600 m²,186 m²,1,0,,,,,,Just renovated
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20236538,Brugge,8000,€369000,house,,2,214 m²,100 m²,1,,,,,2,,As new
20236537,Brugge,8000,€329000,apartment,,2,,95 m²,1,,,,,,,Good
20086073,Clavier,4560,€309500,house,,3,806 m²,160 m²,1,,,,1 m²,2,,As new
20236536,Kapelle-op-den-bos,1880,€490000,villa,,5,459 m²,215 m²,1,,,,,4,,As new
20236535,Poperinge,8970,€375000,exceptional-property,,7,,,1,,,,,,,To renovate
20236521,Aarschot,3200,€995000,penthouse,,2,,287 m²,1,,,180 m²,,3,,As new
20236515,Maldegem%20middelburg,9992,€849000,house,,4,1764 m²,400 m²,1,,,,,2,0,As new
20040374,Blankenberge,8370,€149000,flat-studio,,,,60 m²,1,1,,,,,,Good
20236508,Bastogne,6600,€280000,house,,4,,174 m²,1,,,,,2,,Good
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20236362,Jette,1090,€169000,apartment,,1,,74 m²,1,,,7 m²,,4,,
20236359,Temse,9140,€265000,apartment,,1,,80 m²,1,0,,9 m²,,3,0,Good
20236358,Temse,9140,€290000,apartment,,2,,83 m²,1,0,,22 m²,84 m²,3,0,Good
20236357,Temse,9140,€398000,apartment,,3,,128 m²,1,0,,23 m²,,3,0,Good
20236360,Temse,9140,€259000,apartment,,2,,77 m²,1,0,,14 m²,,3,0,Good
20101550,Blaugies,7370,€120000,house,,2,609 m²,155 m²,1,,,,,4,,To renovate
20236544,Peer,3990,€239000,house,,4,394 m²,175 m²,1,,,,,4,,Good
20236541,Knokke-heist,8300,€649000,house,,3,232 m²,,1,,,,,3,,Good
20134246,Oudenburg,8460,€399000,house,,3,224 m²,253 m²,1,,,32 m²,31 m²,2,,As new
20236539,Lessines,7860,€195000,house,,2,450 m²,105 m²,1,,,,,3,,To renovate
20236538,Brugge,8000,€369000,house,,2,214 m²,100 m²,1,,,,,2,,As new
20236537,Brugge,8000,€329000,apartment,,2,,95 m²,1,,,,,,,Good
20086073,Clavier,4560,€309500,house,,3,806 m²,160 m²,1,,,,1 m²,2,,As new
20236536,Kapelle-op-den-bos,1880,€490000,villa,,5,459 m²,215 m²,1,,,,,4,,As new
20236535,Poperinge,8970,€375000,exceptional-property,,7,,,1,,,,,,,To renovate
20236521,Aarschot,3200,€995000,penthouse,,2,,287 m²,1,,,180 m²,,3,,As new
20236515,Maldegem%20middelburg,9992,€849000,house,,4,1764 m²,400 m²,1,,,,,2,0,As new
20040374,Blankenberge,8370,€149000,flat-studio,,,,60 m²,1,1,,,,,,Good
20236508,Bastogne,6600,€280000,house,,4,,174 m²,1,,,,,2,,Good
20236507,Mol,2400,€595000,villa,,4,1508 m²,237 m²,1,,,,,4,,As new
20236505,Geraardsbergen,9500,€115000,house,,3,72 m²,102 m²,1,0,,6 m²,27 m²,2,,To renovate
20236503,Amay,4540,€290000,house,,3,195 m²,100 m²,1,0,,20 m²,100 m²,3,,As new
